PCM-SEM MCMC 진단 리포트
N=200, scenario=medium, elapsed=189.7s
chains=4, warmup=1000, sampling=1000
adapt_delta=0.9, max_treedepth=12

=== 파라미터 요약 ===
                     Mean      MCSE    StdDev       MAD        5%       50%       95%  ESS_bulk  ESS_tail  ESS_bulk/s     R_hat
theta[105,2]       -0.031925  0.003496   0.301719   0.299439    -0.530391    -0.025543     0.465106   7596.860  2672.070   22.197200  0.999436
theta[105,3]        0.369133  0.004548   0.409121   0.412681    -0.315504     0.364696     1.041850   8241.720  2779.850   24.081400  1.005510
theta[106,1]       -0.517771  0.006185   0.473624   0.475419    -1.303740    -0.516438     0.262917   6024.240  2889.270   17.602200  1.001460
theta[106,2]       -2.723900  0.005658   0.495692   0.490936    -3.585450    -2.705310    -1.941890   8238.390  2940.030   24.071700  0.999706
theta[106,3]       -1.140330  0.004750   0.446125   0.435989    -1.902720    -1.129860    -0.429292   8988.140  2859.500   26.262400  1.001580
theta[107,1]        0.358775  0.005656   0.511795   0.507780    -0.458922     0.338032     1.213770   8596.040  2705.180   25.116700  1.000240
theta[107,2]        0.521949  0.003451   0.318457   0.307345     0.006484     0.513417     1.050720   9244.720  2644.160   27.012100  1.001060
theta[107,3]       -0.705221  0.004649   0.407500   0.415179    -1.392320    -0.700493    -0.047103   7871.150  2910.740   22.998700  1.000940
theta[108,1]        0.713164  0.005975   0.514924   0.519929    -0.099039     0.693636     1.599900   8153.360  3114.270   23.823200  1.000980
theta[108,2]       -0.575313  0.003789   0.311503   0.317272    -1.094860    -0.579428    -0.065767   7217.400  2491.290   21.088500  1.000610
theta[108,3]       -0.614323  0.004603   0.398984   0.404022    -1.279660    -0.605373     0.037500   7808.770  2609.390   22.816400  1.001090
theta[109,1]        1.900420  0.008144   0.658883   0.658168     0.868939     1.872370     3.011220   6840.230  2970.810   19.986400  0.999806
theta[109,2]        1.898820  0.004653   0.404579   0.399084     1.252910     1.892440     2.594890   8181.810  2785.680   23.906400  1.001360
theta[109,3]        0.847527  0.004928   0.421953   0.425879     0.174538     0.840450     1.557670   7756.330  2793.720   22.663100  1.000570
theta[110,1]       -0.836442  0.005791   0.464369   0.458473    -1.598550    -0.844122    -0.078461   6538.860  2613.260   19.105900  1.003210
theta[110,2]       -1.784850  0.004464   0.394813   0.391570    -2.448450    -1.773390    -1.141890   8066.010  3079.690   23.568000  1.000580
theta[110,3]       -2.572880  0.006642   0.614421   0.608370    -3.618250    -2.544260    -1.609360   9058.400  3084.840   26.467700  1.001090
theta[111,1]        0.929423  0.006269   0.552720   0.550475     0.049519     0.917574     1.867130   8204.300  2747.940   23.972100  1.000360
theta[111,2]        0.783580  0.003476   0.317563   0.319797     0.268476     0.779599     1.313810   8436.140  2841.810   24.649500  0.999874
theta[111,3]       -0.361441  0.004327   0.403994   0.401724    -1.038370    -0.358895     0.298605   8873.180  3062.840   25.926500  1.003760
theta[112,1]       -0.626899  0.005393   0.480421   0.476728    -1.411210    -0.626021     0.165456   7982.150  2903.640   23.323000  1.000410
theta[112,2]       -0.198764  0.003462   0.310756   0.313150    -0.709680    -0.187940     0.309425   8147.710  2673.610   23.806700  1.001580
theta[112,3]       -1.123020  0.004870   0.434606   0.415706    -1.862460    -1.107590    -0.430859   8321.520  3307.270   24.314600  1.001280
theta[113,1]        0.335873  0.005600   0.500724   0.483867    -0.477435     0.318220     1.182580   8265.080  2601.610   24.149700  1.000700
theta[113,2]        0.432253  0.003374   0.320538   0.319259    -0.088954     0.427766     0.970151   9144.670  2444.260   26.719700  1.000670
theta[113,3]       -0.705349  0.004224   0.409825   0.402638    -1.404920    -0.703579    -0.030991   9514.660  2304.380   27.800800  1.001140
theta[114,1]       -1.165620  0.005922   0.472343   0.467680    -1.954020    -1.157250    -0.399239   6480.530  2298.790   18.935400  1.003290
theta[114,2]       -1.376320  0.004100   0.358765   0.361777    -1.964510    -1.375110    -0.791190   7871.870  3037.150   23.000800  1.000800
theta[114,3]        0.086592  0.004148   0.394832   0.402054    -0.568488     0.090013     0.732654   9177.610  2778.140   26.816000  1.002040
theta[115,1]        0.024720  0.005730   0.480539   0.478909    -0.756409     0.011047     0.842537   7226.090  2883.880   21.113900  0.999669
theta[115,2]       -0.373551  0.003389   0.305506   0.301263    -0.874852    -0.374921     0.122659   8367.250  2901.010   24.448200  1.002640
theta[115,3]        0.484269  0.004053   0.397784   0.390831    -0.156162     0.482943     1.142060  10401.400  3171.840   30.391900  1.001450
theta[116,1]       -1.243310  0.005422   0.479071   0.478613    -2.040130    -1.246360    -0.475673   8042.560  2919.370   23.499500  1.002030
theta[116,2]       -1.559460  0.003699   0.367716   0.371379    -2.192850    -1.547730    -0.974047  10197.600  3194.170   29.796300  1.001600
theta[116,3]       -2.945280  0.007102   0.681784   0.672054    -4.144560    -2.903160    -1.912820  10015.600  3273.700   29.264400  1.001290
theta[117,1]        0.534615  0.006213   0.504968   0.498734    -0.271415     0.521857     1.366140   7022.840  2359.730   20.520000  1.001540
theta[117,2]        0.185088  0.003150   0.305553   0.299771    -0.325575     0.184120     0.692458   9582.550  2522.360   27.999200  0.999256
theta[117,3]       -2.236710  0.006576   0.571746   0.549480    -3.241180    -2.207300    -1.345330   8298.580  2580.710   24.247600  1.000920
theta[118,1]        0.389491  0.005564   0.508527   0.504321    -0.432620     0.379566     1.259960   8725.840  2814.320   25.495900  1.000000
theta[118,2]       -0.747428  0.003693   0.313246   0.306249    -1.270950    -0.744421    -0.235634   7337.070  3087.470   21.438100  1.001130
theta[118,3]       -2.061180  0.006812   0.563868   0.535267    -3.010590    -2.035990    -1.202270   7464.990  2734.850   21.811900  1.000540
theta[119,1]       -0.134515  0.005630   0.463734   0.451487    -0.887192    -0.143981     0.653315   7137.510  2667.600   20.855000  1.000600
theta[119,2]       -0.001324  0.003456   0.302440   0.285650    -0.496019    -0.001328     0.507529   7739.540  2651.590   22.614100  0.999999
theta[119,3]        0.843981  0.004768   0.433695   0.429914     0.146134     0.835827     1.555010   8565.740  2564.020   25.028200  1.003670
theta[120,1]       -0.652245  0.004866   0.474873   0.479246    -1.422250    -0.653004     0.129284   9742.040  2437.050   28.465200  1.000860
theta[120,2]       -1.928820  0.004774   0.401658   0.398500    -2.615760    -1.916980    -1.300690   7330.240  2987.410   21.418200  1.002600
theta[120,3]       -3.005750  0.007592   0.690867   0.683343    -4.219750    -2.975740    -1.933410   8833.500  2722.570   25.810500  0.999544
theta[121,1]        0.779492  0.006070   0.537598   0.539236    -0.055407     0.760302     1.691570   8417.810  2839.320   24.595900  1.001730
theta[121,2]        1.553860  0.004574   0.381278   0.383902     0.944840     1.534120     2.209900   7358.820  2841.580   21.501700  1.001500
theta[121,3]       -0.620436  0.004569   0.402545   0.405916    -1.281440    -0.612747     0.035505   7929.520  2583.610   23.169200  1.000650
theta[122,1]       -0.093845  0.005122   0.459132   0.448034    -0.834957    -0.098271     0.667558   8255.970  2897.200   24.123100  1.000530
theta[122,2]        0.543546  0.003210   0.321193   0.318205     0.008707     0.539775     1.086110  10306.000  2609.190   30.113000  1.001340
theta[122,3]        0.229366  0.004119   0.392410   0.396827    -0.407494     0.230017     0.873171   9305.650  2834.860   27.190100  1.000130
theta[123,1]        0.095222  0.005539   0.478547   0.473453    -0.686574     0.085548     0.899458   7688.490  2744.160   22.464900  1.001910
theta[123,2]        0.366964  0.003290   0.314719   0.317030    -0.148296     0.364689     0.895251   9442.550  2693.060   27.590100  1.003610
theta[123,3]        0.220625  0.004297   0.394785   0.389208    -0.424740     0.215779     0.880351   8584.600  2714.890   25.083300  1.000080
theta[124,1]        0.175404  0.005228   0.483985   0.465136    -0.582530     0.164821     0.986867   9000.480  2909.900   26.298400  1.000440
theta[124,2]       -0.805882  0.003492   0.326647   0.315002    -1.343100    -0.804993    -0.261625   8938.930  2824.000   26.118600  0.999663
theta[124,3]       -0.799137  0.004343   0.394740   0.394997    -1.459720    -0.791106    -0.166704   8481.490  2747.040   24.782000  1.000520
theta[125,1]       -0.207238  0.005230   0.470416   0.462393    -0.978514    -0.215731     0.588324   8242.260  2859.600   24.083000  0.999583
theta[125,2]       -1.920380  0.004803   0.408155   0.406725    -2.611370    -1.907830    -1.261540   7534.820  2556.350   22.015900  1.001010
theta[125,3]       -1.073970  0.004985   0.436331   0.426404    -1.801240    -1.067620    -0.370688   7836.710  2962.810   22.898000  1.001840
theta[126,1]       -0.055740  0.005825   0.486580   0.483687    -0.850217    -0.054425     0.749637   7094.690  2773.530   20.729900  0.999991
theta[126,2]       -1.047590  0.003467   0.343522   0.339091    -1.624920    -1.042650    -0.495314  10187.600  2867.120   29.767200  1.000000
theta[126,3]        0.935486  0.004719   0.425809   0.426706     0.253276     0.928704     1.655710   8403.610  2791.300   24.554500  1.002350
theta[127,1]        1.055690  0.006056   0.584330   0.588731     0.132943     1.032210     2.059420  10106.200  3022.110   29.529400  1.002620
theta[127,2]        1.460040  0.004021   0.361116   0.370277     0.873748     1.457320     2.053480   8291.410  2632.070   24.226600  1.002210
theta[127,3]       -0.459218  0.004038   0.399506   0.396757    -1.121240    -0.456075     0.189358  10059.900  2878.550   29.394000  1.001130
theta[128,1]       -0.648389  0.005579   0.453657   0.439370    -1.385430    -0.653913     0.105400   6796.550  2680.170   19.858800  1.002560
theta[128,2]       -0.150749  0.003382   0.310201   0.309639    -0.651957    -0.151970     0.353788   8588.210  3032.170   25.093800  1.000320
theta[128,3]       -2.315500  0.007293   0.592921   0.587413    -3.332120    -2.297010    -1.395970   7519.960  2047.700   21.972500  1.000620
theta[129,1]       -0.135593  0.005301   0.476740   0.470315    -0.919045    -0.137606     0.658542   8638.290  2790.030   25.240100  1.004460
theta[129,2]        0.250473  0.003249   0.317265   0.311246    -0.283358     0.249708     0.773686   9772.450  2565.560   28.554000  1.001380
theta[129,3]        0.057052  0.003905   0.384163   0.391164    -0.556490     0.057375     0.690597  10057.900  2377.150   29.388100  1.002660
theta[130,1]        0.529589  0.006300   0.513009   0.518982    -0.278299     0.526498     1.397210   7078.680  2606.720   20.683200  1.001670
theta[130,2]        1.403220  0.003913   0.365513   0.363261     0.817004     1.392420     2.022720   9431.530  2813.240   27.557900  1.002370
theta[130,3]        1.585130  0.005704   0.492120   0.482936     0.802599     1.566990     2.429090   8094.320  2813.140   23.650700  1.001660
theta[131,1]        0.654512  0.005519   0.512918   0.511505    -0.168326     0.633929     1.536920   9050.560  3115.360   26.444800  1.002440
theta[131,2]        0.715842  0.003183   0.316896   0.311858     0.200038     0.710053     1.245140  10118.700  2679.160   29.565900  1.000210
theta[131,3]        0.732690  0.004586   0.412993   0.417388     0.052686     0.734344     1.421070   8342.230  3003.810   24.375100  1.001150
theta[132,1]        0.658491  0.006051   0.530739   0.536108    -0.187288     0.628139     1.563700   8332.070  3075.150   24.345400  1.003130
theta[132,2]        0.758942  0.003484   0.336396   0.344420     0.214401     0.755430     1.314280   9572.540  2384.750   27.969900  1.000720
theta[132,3]       -0.362428  0.004278   0.386450   0.376104    -0.997416    -0.361417     0.279801   8337.640  2823.700   24.361700  1.000010
theta[133,1]        1.433410  0.007185   0.622129   0.629950     0.455434     1.411630     2.485820   8037.930  2867.610   23.486000  1.000550
theta[133,2]        0.075173  0.003484   0.307873   0.317765    -0.419088     0.072363     0.580685   7918.480  3128.590   23.136900  0.999944
theta[133,3]       -1.472980  0.005118   0.474116   0.480370    -2.276680    -1.451390    -0.736051   8909.940  3025.260   26.033900  1.000020
theta[134,1]        0.592601  0.005856   0.520701   0.507910    -0.244239     0.583757     1.462450   8146.290  3383.140   23.802600  1.000900
theta[134,2]       -1.216870  0.003767   0.338249   0.341041    -1.773150    -1.208910    -0.676279   8219.590  2710.510   24.016800  1.002520
theta[134,3]       -1.196360  0.005170   0.432050   0.437257    -1.931440    -1.188270    -0.508767   7122.100  3042.740   20.810000  1.000460
theta[135,1]       -0.751511  0.005564   0.472089   0.470075    -1.536600    -0.752559     0.035784   7420.050  2679.660   21.680600  1.001620
theta[135,2]        0.382392  0.003526   0.317803   0.318691    -0.132743     0.381254     0.900958   8292.300  2795.860   24.229200  1.000770
theta[135,3]       -0.412285  0.004526   0.419590   0.391076    -1.112760    -0.409391     0.279300   8644.620  2636.440   25.258600  1.001960
theta[136,1]        0.741455  0.006124   0.543984   0.542089    -0.126067     0.730065     1.663070   8590.650  2960.090   25.101000  1.000440
theta[136,2]        1.252180  0.003848   0.337159   0.342924     0.715457     1.244570     1.819180   7933.440  3165.550   23.180700  1.002340
theta[136,3]        0.611767  0.004276   0.413111   0.417632    -0.063036     0.607771     1.305520   9583.730  2750.150   28.002600  1.002630
theta[137,1]       -0.762823  0.005102   0.463971   0.467132    -1.536710    -0.757762    -0.018766   8520.640  2918.080   24.896400  0.999753
theta[137,2]       -2.932650  0.006115   0.516782   0.519285    -3.827240    -2.912370    -2.125450   7476.270  3302.240   21.844800  0.999976
theta[137,3]       -2.411860  0.008303   0.616661   0.622481    -3.472110    -2.358600    -1.481710   6358.970  2501.550   18.580200  1.000160
theta[138,1]       -0.468813  0.005242   0.463172   0.461251    -1.224360    -0.468131     0.287735   7852.990  2638.140   22.945600  1.001980
theta[138,2]       -0.407223  0.003393   0.297247   0.297391    -0.884967    -0.407715     0.072295   7818.870  2649.510   22.845900  1.000860
theta[138,3]       -2.044760  0.006358   0.542606   0.533398    -2.975670    -2.022210    -1.203500   8126.750  2704.110   23.745500  1.000710
theta[139,1]        1.595710  0.007119   0.631177   0.631395     0.623626     1.567680     2.650250   8233.830  2515.310   24.058400  1.003830
theta[139,2]        2.395730  0.005714   0.457277   0.464640     1.687510     2.370020     3.162530   7295.750  3306.660   21.317400  1.002890
theta[139,3]        0.712664  0.004715   0.429538   0.431697     0.022780     0.711081     1.425890   8600.580  2948.310   25.130000  1.001400
theta[140,1]       -0.411658  0.005242   0.476393   0.480674    -1.190310    -0.420371     0.381121   8491.510  2944.850   24.811300  1.000480
theta[140,2]        1.430040  0.003938   0.353089   0.341877     0.860305     1.422280     2.029860   8379.650  2748.430   24.484400  1.003020
theta[140,3]        0.780055  0.004615   0.418092   0.418075     0.101422     0.775030     1.480470   8588.910  2903.910   25.095900  1.001790
theta[141,1]        0.416547  0.005745   0.501596   0.500421    -0.385627     0.408767     1.246990   7986.770  3011.180   23.336500  1.002380
theta[141,2]        0.736504  0.003189   0.315907   0.304751     0.223683     0.728203     1.261000  10044.200  3116.230   29.348100  1.000970
theta[141,3]        1.498000  0.005114   0.471391   0.463997     0.734492     1.482650     2.310170   8755.710  2820.970   25.583200  1.002960
theta[142,1]       -0.677208  0.005300   0.464878   0.457667    -1.440860    -0.673757     0.080140   7855.630  2839.530   22.953300  1.000020
theta[142,2]       -2.479980  0.005203   0.470930   0.466089    -3.298100    -2.454250    -1.743230   8555.180  3125.790   24.997300  1.000120
theta[142,3]       -0.613295  0.004499   0.403565   0.398822    -1.279800    -0.606475     0.042929   8264.750  2740.820   24.148700  1.003280
theta[143,1]        0.403501  0.005636   0.475043   0.474955    -0.366458     0.392544     1.184070   7299.920  3032.520   21.329600  0.999982
theta[143,2]       -0.726477  0.003382   0.306569   0.312373    -1.232590    -0.729014    -0.227101   8388.450  2454.400   24.510100  1.000940
theta[143,3]       -1.562070  0.005250   0.492051   0.483891    -2.427700    -1.540140    -0.794858   9810.620  2407.520   28.665600  1.001950
theta[144,1]       -0.512796  0.005156   0.473510   0.463744    -1.286990    -0.512086     0.264899   8867.380  2612.960   25.909500  1.001260
theta[144,2]       -0.971420  0.003721   0.321887   0.323284    -1.506020    -0.967606    -0.451614   7523.720  2381.970   21.983500  1.000660
theta[144,3]       -1.378820  0.005073   0.458204   0.462691    -2.179960    -1.369780    -0.651840   8574.770  3145.150   25.054600  0.999971
theta[145,1]        1.072720  0.006941   0.573366   0.572699     0.162338     1.051230     2.051660   7176.720  2494.800   20.969600  1.000050
theta[145,2]       -0.152607  0.003195   0.300590   0.296597    -0.652030    -0.148018     0.342274   9084.790  2824.760   26.544800  1.001780
theta[145,3]       -0.115604  0.003895   0.399621   0.396082    -0.761291    -0.119892     0.536206  10625.700  2432.710   31.047300  1.004390
theta[146,1]        0.787533  0.006663   0.521002   0.502911    -0.047949     0.767497     1.689760   6489.640  2804.300   18.962000  0.999556
theta[146,2]       -0.078156  0.003166   0.303598   0.298288    -0.580363    -0.076539     0.419018   9277.110  3028.120   27.106700  1.002320
theta[146,3]       -0.258442  0.004054   0.405255   0.390294    -0.933764    -0.258924     0.412640  10244.300  2685.080   29.932600  1.000650
theta[147,1]        0.389080  0.005529   0.504587   0.493994    -0.428599     0.372537     1.232780   8069.320  2313.070   23.577700  1.002090
theta[147,2]        0.839869  0.003461   0.327684   0.330201     0.301777     0.834839     1.387840   9285.220  2862.960   27.130400  1.001620
theta[147,3]       -0.672020  0.004360   0.418002   0.416915    -1.365200    -0.669687     0.006032   9656.030  2606.590   28.213900  1.000320
theta[148,1]        1.596620  0.006960   0.615260   0.597183     0.652216     1.583530     2.629660   8012.300  3054.860   23.411100  1.000780
theta[148,2]        0.872186  0.003709   0.328561   0.327487     0.339962     0.863490     1.426350   8046.830  3073.540   23.512000  1.001000
theta[148,3]       -1.384860  0.005230   0.465851   0.445756    -2.172350    -1.358320    -0.662204   8299.290  2828.210   24.249600  1.000050
theta[149,1]        0.166484  0.005400   0.478674   0.491055    -0.592758     0.156109     0.947843   8356.430  2978.860   24.416600  1.000420
theta[149,2]       -0.741506  0.003225   0.318446   0.318602    -1.285130    -0.739916    -0.227633   9867.990  2681.720   28.833200  1.003090
theta[149,3]       -1.574290  0.005472   0.482461   0.488405    -2.400250    -1.551510    -0.837468   8518.480  3000.910   24.890100  1.000940
theta[150,1]       -1.250550  0.006043   0.477596   0.472108    -2.019560    -1.244340    -0.476655   6414.820  2470.670   18.743400  1.001610
theta[150,2]       -1.851910  0.004343   0.397281   0.401791    -2.516210    -1.843860    -1.215960   8653.000  3117.380   25.283100  1.000050
theta[150,3]       -1.082590  0.004740   0.425261   0.418802    -1.804590    -1.072580    -0.397168   8250.950  3154.830   24.108400  1.002250
theta[151,1]       -1.483050  0.005959   0.473874   0.462239    -2.287680    -1.478540    -0.720726   6628.300  2796.720   19.367200  1.000750
theta[151,2]       -2.004040  0.004841   0.419858   0.406790    -2.715620    -1.978830    -1.350920   8187.780  2856.070   23.923800  1.000220
theta[151,3]       -0.588179  0.004638   0.388712   0.390259    -1.210620    -0.590131     0.031594   7243.350  2744.920   21.164300  1.001880
theta[152,1]       -0.743429  0.005016   0.444454   0.433703    -1.488360    -0.746019     0.003116   7573.230  2748.220   22.128100  1.001700
theta[152,2]       -1.095410  0.003891   0.346550   0.335343    -1.672650    -1.087760    -0.524481   8192.210  2643.140   23.936700  1.002310
theta[152,3]       -1.401480  0.005075   0.454069   0.459011    -2.147530    -1.382110    -0.666912   8407.580  2943.780   24.566000  1.000740
theta[153,1]       -0.340104  0.005227   0.474751   0.483819    -1.119000    -0.338285     0.442764   8534.890  2977.960   24.938000  1.002490
theta[153,2]        0.416376  0.003138   0.307762   0.304468    -0.076167     0.410495     0.931427  10022.700  2983.260   29.285400  1.001930
theta[153,3]       -0.403020  0.004522   0.407711   0.402995    -1.073960    -0.397887     0.246054   8015.980  2534.880   23.421800  1.000820
theta[154,1]        1.043600  0.006486   0.553387   0.548350     0.162379     1.021280     1.981140   7623.720  2799.330   22.275700  1.001570
theta[154,2]       -0.278822  0.003307   0.306982   0.312229    -0.783941    -0.278914     0.230121   8822.720  2843.120   25.779000  1.000280
theta[154,3]       -0.751249  0.004489   0.414105   0.409472    -1.446020    -0.744977    -0.064462   8938.820  2964.860   26.118300  1.003590
theta[155,1]        0.182618  0.004865   0.475626   0.460550    -0.587544     0.175216     0.984963   9757.490  2950.150   28.510300  1.002560
theta[155,2]        0.951440  0.003472   0.328461   0.334813     0.422689     0.951548     1.486440   9202.090  2895.390   26.887500  1.000040
theta[155,3]       -0.045307  0.004174   0.396836   0.392247    -0.706860    -0.045023     0.612781   9203.260  3092.920   26.890900  0.999944
theta[156,1]        1.352790  0.007259   0.608066   0.606251     0.392065     1.328010     2.393550   7771.580  2505.720   22.707700  1.000220
theta[156,2]       -0.302341  0.003309   0.310744   0.306607    -0.814467    -0.297575     0.206416   9165.780  2748.300   26.781400  1.001900
theta[156,3]       -1.734610  0.005644   0.498207   0.496399    -2.598490    -1.713640    -0.953235   8213.690  2811.840   23.999500  1.001910
theta[157,1]       -0.201919  0.005228   0.459313   0.472610    -0.949174    -0.206811     0.551343   7823.330  2176.280   22.858900  1.002060
theta[157,2]       -0.070568  0.003247   0.300690   0.290692    -0.560243    -0.075207     0.441257   8688.280  2844.650   25.386200  1.002600
theta[157,3]       -0.920737  0.004634   0.436396   0.440879    -1.659930    -0.914430    -0.225068   9327.100  2583.850   27.252800  1.000280
theta[158,1]       -0.852650  0.005378   0.466003   0.465929    -1.641260    -0.838187    -0.097179   7734.530  3112.470   22.599400  0.999926
theta[158,2]       -2.002570  0.004623   0.411008   0.413487    -2.693520    -1.991060    -1.353690   8233.170  2901.280   24.056400  1.001940
theta[158,3]       -1.477940  0.005160   0.466218   0.472749    -2.260120    -1.477100    -0.736192   8498.560  2856.580   24.831900  1.000870
theta[159,1]       -0.488022  0.005006   0.465823   0.471199    -1.235890    -0.489270     0.287621   8755.530  2918.370   25.582700  1.000780
theta[159,2]       -0.745002  0.003515   0.314749   0.312836    -1.258250    -0.740567    -0.232636   8265.660  2838.860   24.151400  1.001610
theta[159,3]       -0.980002  0.004518   0.434563   0.403727    -1.708840    -0.963383    -0.264583   9595.820  2564.030   28.037900  1.001250
theta[160,1]        1.202940  0.006655   0.574443   0.585530     0.330917     1.177240     2.194750   7869.690  2790.780   22.994400  1.003290
theta[160,2]        2.288480  0.005243   0.444294   0.443357     1.580960     2.280990     3.043700   7624.090  2596.320   22.276800  1.000090
theta[160,3]        0.056702  0.004252   0.392640   0.385299    -0.595128     0.054607     0.705329   8440.510  2735.410   24.662300  1.000040
theta[161,1]        0.359595  0.005810   0.500865   0.511381    -0.422799     0.351229     1.199570   8045.330  2809.420   23.507600  1.000700
theta[161,2]       -1.105740  0.003484   0.327925   0.328023    -1.656820    -1.094750    -0.583986   9102.270  2625.030   26.595800  1.001560
theta[161,3]       -1.000870  0.004666   0.435202   0.446072    -1.734000    -0.991678    -0.301366   9269.200  2567.740   27.083600  1.005050
theta[162,1]        0.581226  0.006247   0.520247   0.525550    -0.226155     0.558052     1.448400   7385.930  2650.150   21.580900  1.003330
theta[162,2]        0.270233  0.003240   0.306960   0.310026    -0.228677     0.273601     0.770019   9161.050  3072.010   26.767600  0.999587
theta[162,3]       -0.239838  0.004010   0.391364   0.384340    -0.889786    -0.241187     0.406288   9669.340  2818.300   28.252800  1.001760
theta[163,1]        1.133260  0.006359   0.573400   0.555812     0.228372     1.121120     2.095980   8209.270  2700.600   23.986600  1.000790
theta[163,2]        0.279334  0.003397   0.301874   0.306905    -0.217746     0.281319     0.767151   8089.330  2842.810   23.636200  1.000100
theta[163,3]       -0.879097  0.004574   0.398490   0.396311    -1.538910    -0.872715    -0.252899   7892.900  3166.900   23.062200  0.999907
theta[164,1]        0.997603  0.006446   0.555348   0.559155     0.129898     0.984673     1.952940   7976.230  2654.670   23.305700  1.000750
theta[164,2]       -0.329014  0.003236   0.309954   0.309371    -0.846107    -0.326537     0.176329   9343.490  2549.440   27.300700  1.002680
theta[164,3]       -1.993780  0.005747   0.519799   0.519168    -2.888270    -1.962850    -1.190080   9215.900  2810.790   26.927900  1.000550
theta[165,1]       -0.232551  0.004951   0.458416   0.457115    -0.966941    -0.234898     0.528933   8787.510  3150.010   25.676200  1.000200
theta[165,2]       -0.439952  0.003026   0.297463   0.301139    -0.926935    -0.437565     0.042449  10107.100  2810.480   29.531800  1.001420
theta[165,3]       -0.784025  0.004689   0.418172   0.425841    -1.470090    -0.778667    -0.101262   8196.550  2845.230   23.949400  0.999959
theta[166,1]        0.445686  0.005955   0.498080   0.508181    -0.346457     0.435048     1.280690   7413.990  2981.250   21.662900  0.999957
theta[166,2]       -0.278933  0.003212   0.293284   0.298042    -0.761253    -0.282451     0.207977   8716.790  3017.160   25.469500  1.000370
theta[166,3]       -2.306730  0.006746   0.562570   0.559646    -3.294260    -2.284870    -1.426710   7560.430  2895.180   22.090800  1.000990
theta[167,1]       -0.118376  0.005318   0.478792   0.481146    -0.901259    -0.131134     0.676411   8374.240  2627.670   24.468600  1.000650
theta[167,2]       -1.257730  0.003650   0.337250   0.325457    -1.831820    -1.244080    -0.714806   9029.980  3038.150   26.384600  1.001090
theta[167,3]       -1.204290  0.005139   0.452831   0.463695    -1.950850    -1.186390    -0.494436   8001.420  3185.460   23.379300  1.001670
theta[168,1]        0.065350  0.005583   0.491325   0.476244    -0.728898     0.060591     0.900176   7995.160  2627.570   23.361000  1.000960
theta[168,2]        0.356112  0.003393   0.313524   0.304981    -0.152748     0.358922     0.887428   8849.500  2675.760   25.857300  1.002580
theta[168,3]       -2.233570  0.006606   0.572244   0.568979    -3.230090    -2.211320    -1.359870   8328.640  2673.240   24.335400  1.002550
theta[169,1]        0.122821  0.005501   0.490305   0.478400    -0.676062     0.108659     0.957423   8111.100  2877.620   23.699800  1.001350
theta[169,2]       -1.211070  0.003656   0.343167   0.342879    -1.781240    -1.207030    -0.656784   8942.270  2824.660   26.128400  1.001030
theta[169,3]       -0.502189  0.004578   0.408948   0.388604    -1.187980    -0.499014     0.167156   8349.500  2539.310   24.396300  0.999941
theta[170,1]        0.232343  0.006407   0.511122   0.513171    -0.606760     0.230540     1.078960   6595.750  2612.110   19.272100  1.000690
theta[170,2]       -0.511473  0.003393   0.302530   0.299030    -1.015110    -0.508139    -0.014298   8138.420  3180.720   23.779600  1.000200
theta[170,3]        1.178910  0.004823   0.449936   0.442038     0.460036     1.166380     1.951140   9071.520  3033.090   26.506000  1.002740
theta[171,1]        0.587563  0.006013   0.499965   0.508063    -0.212919     0.581951     1.419130   7244.980  2926.780   21.169000  0.999826
theta[171,2]       -1.237280  0.004010   0.338219   0.350622    -1.796520    -1.230660    -0.698996   7475.650  2950.580   21.843000  1.002220
theta[171,3]       -1.612800  0.005303   0.477360   0.479018    -2.424290    -1.593850    -0.858190   8473.690  3001.850   24.759200  1.000670
theta[172,1]       -0.767203  0.005145   0.459230   0.468272    -1.510750    -0.768993    -0.009693   8075.270  2657.600   23.595100  1.001110
theta[172,2]       -1.321150  0.003831   0.346895   0.354669    -1.897270    -1.314960    -0.762999   8270.550  2734.900   24.165600  1.003710
theta[172,3]       -1.413070  0.005289   0.458693   0.444514    -2.198680    -1.400280    -0.673788   7890.160  3393.190   23.054200  1.001560
theta[173,1]       -1.265570  0.005369   0.473243   0.469298    -2.050060    -1.261140    -0.481998   7993.560  3094.680   23.356300  1.000590
theta[173,2]       -0.260713  0.003288   0.303938   0.303392    -0.768078    -0.255988     0.227488   8799.780  2701.800   25.712000  1.001960
theta[173,3]       -1.766260  0.005881   0.490793   0.486812    -2.607530    -1.744880    -0.998587   7569.820  2510.550   22.118200  1.000960
theta[174,1]       -0.124268  0.005202   0.462781   0.448142    -0.888026    -0.123739     0.655124   8027.540  2501.720   23.455600  1.000790
theta[174,2]        0.390690  0.003221   0.307081   0.308913    -0.104592     0.391914     0.896779   9424.990  3111.030   27.538800  1.003450
theta[174,3]       -1.060150  0.004112   0.426978   0.417276    -1.773400    -1.051810    -0.369956  11439.300  2824.150   33.424300  1.001850
theta[175,1]        1.860530  0.007869   0.662429   0.650634     0.810191     1.835890     3.005540   7440.590  2975.000   21.740600  1.001200
theta[175,2]        1.862020  0.004121   0.406664   0.416368     1.213080     1.843320     2.550960  10241.400  2921.030   29.924300  1.001200
