PCM-SEM MCMC 진단 리포트
N=50, scenario=medium, elapsed=27.3s
chains=4, warmup=1000, sampling=1000
adapt_delta=0.9, max_treedepth=12

=== 파라미터 요약 ===
                     Mean      MCSE    StdDev       MAD        5%       50%       95%  ESS_bulk  ESS_tail  ESS_bulk/s     R_hat
theta[38,1]        -0.458094  0.008135   0.429907   0.423998    -1.147890    -0.468235     0.252075  2827.560  2639.980    69.65970  1.001040
theta[38,2]        -0.846290  0.004965   0.338946   0.341366    -1.406760    -0.838618    -0.293441  4712.950  2737.890   116.10800  1.000790
theta[38,3]        -0.732297  0.006417   0.435658   0.429866    -1.455030    -0.727697    -0.023608  4648.660  2996.240   114.52400  1.000510
theta[39,1]         0.481562  0.008298   0.540079   0.543175    -0.378223     0.459749     1.408730  4369.030  2761.240   107.63500  1.003500
theta[39,2]         0.153821  0.004827   0.313319   0.313636    -0.364288     0.154961     0.654151  4249.170  2856.170   104.68300  1.001490
theta[39,3]        -0.952248  0.006658   0.443880   0.436082    -1.706920    -0.932643    -0.243755  4538.270  3189.150   111.80500  0.999904
theta[40,1]         1.280750  0.009414   0.606250   0.612678     0.325876     1.260600     2.320580  4453.460  2731.250   109.71500  1.002520
theta[40,2]         1.125350  0.005733   0.345656   0.348943     0.570312     1.118100     1.712030  3710.910  2472.010    91.42200  1.000900
theta[40,3]         0.207185  0.006562   0.424589   0.418007    -0.490351     0.203375     0.901864  4249.600  3036.550   104.69300  1.001600
theta[41,1]         0.423708  0.008910   0.521894   0.514945    -0.385565     0.400763     1.325240  3504.130  2634.310    86.32770  1.000160
theta[41,2]         0.176447  0.004753   0.317085   0.321327    -0.348309     0.171998     0.700696  4594.350  3117.900   113.18600  1.001120
theta[41,3]         1.903840  0.008858   0.550466   0.538610     1.047630     1.881800     2.881870  4099.320  2708.300   100.99100  1.002750
theta[42,1]        -1.046460  0.007748   0.435058   0.435816    -1.749800    -1.045350    -0.321915  3171.720  2938.520    78.13840  1.003040
theta[42,2]        -1.116700  0.005209   0.345168   0.339570    -1.682610    -1.107760    -0.565181  4546.190  2741.160   112.00000  1.000720
theta[42,3]        -1.560770  0.007204   0.477506   0.476474    -2.368820    -1.550250    -0.806067  4485.370  3078.670   110.50200  1.000760
theta[43,1]         0.617057  0.009110   0.532805   0.526172    -0.221948     0.600489     1.538270  3573.540  2691.660    88.03780  1.000590
theta[43,2]         0.691303  0.004904   0.323235   0.321223     0.148474     0.692652     1.228370  4391.320  2835.560   108.18500  1.000540
theta[43,3]         0.294144  0.006446   0.426313   0.424923    -0.393031     0.299337     1.005820  4389.720  2687.560   108.14500  1.000780
theta[44,1]        -0.413606  0.007949   0.439295   0.434485    -1.100060    -0.422065     0.315068  3092.070  2778.010    76.17630  1.001800
theta[44,2]        -0.165272  0.004497   0.311739   0.309876    -0.679325    -0.162107     0.344470  4859.220  2704.840   119.71200  1.000540
theta[44,3]        -1.025370  0.006911   0.441056   0.430084    -1.754190    -1.016420    -0.311336  4226.530  2665.220   104.12500  1.000670
theta[45,1]        -1.560360  0.008297   0.480473   0.480532    -2.364070    -1.541250    -0.807710  3430.890  3064.970    84.52350  1.000010
theta[45,2]        -1.758330  0.007015   0.403750   0.391132    -2.434930    -1.744720    -1.113730  3513.570  2636.620    86.56030  1.001570
theta[45,3]        -3.247130  0.013155   0.731778   0.733159    -4.494490    -3.191800    -2.123880  3305.090  2381.030    81.42410  1.000880
theta[46,1]        -1.706180  0.010719   0.542074   0.537970    -2.626570    -1.681140    -0.856909  2611.060  2625.620    64.32600  1.000250
theta[46,2]         0.293550  0.005012   0.316136   0.309419    -0.224631     0.290754     0.817319  3998.450  2739.100    98.50590  1.001160
theta[46,3]         2.029200  0.008894   0.571023   0.562184     1.145660     1.994900     3.017150  4360.990  2404.200   107.43700  1.000570
theta[47,1]        -1.156400  0.008910   0.458346   0.460763    -1.930380    -1.147020    -0.440881  2657.910  2753.840    65.48040  1.000320
theta[47,2]        -0.757457  0.005172   0.327348   0.323856    -1.322250    -0.754914    -0.231866  4117.260  3228.870   101.43300  1.000210
theta[47,3]        -0.752093  0.007070   0.437662   0.434433    -1.473140    -0.746432    -0.039956  3837.730  3153.290    94.54640  0.999944
theta[48,1]         1.065160  0.010249   0.605588   0.609276     0.133349     1.033770     2.088470  3670.290  2654.360    90.42130  1.002750
theta[48,2]        -0.077830  0.004537   0.311612   0.314198    -0.598096    -0.078413     0.437898  4811.880  2988.580   118.54600  1.001890
theta[48,3]        -0.406729  0.006225   0.425772   0.427008    -1.119750    -0.407786     0.285972  4711.850  2937.300   116.08100  1.000620
theta[49,1]        -0.752602  0.007977   0.439883   0.445292    -1.468820    -0.755497    -0.030273  3093.050  3042.870    76.20040  1.001430
theta[49,2]        -0.507362  0.004866   0.311520   0.310443    -1.035150    -0.507828    -0.000195  4199.670  3108.990   103.46300  1.001740
theta[49,3]        -0.021971  0.006526   0.423035   0.419781    -0.725021    -0.021235     0.660346  4209.960  2378.090   103.71700  1.002060
theta[50,1]         0.939650  0.008929   0.569466   0.577048     0.041638     0.921172     1.879460  4155.640  3017.950   102.37800  1.000350
theta[50,2]         1.006290  0.004978   0.334647   0.325459     0.462790     1.003410     1.560240  4621.590  2724.760   113.85800  1.000450
theta[50,3]         0.350775  0.006475   0.431236   0.441998    -0.350307     0.349936     1.062980  4342.370  3253.390   106.97900  1.003120
b1                  0.490955  0.004101   0.182990   0.180779     0.197653     0.483644     0.804513  2097.150  2198.920    51.66530  1.001150
b2                  0.462238  0.004149   0.187753   0.188617     0.156015     0.456436     0.773196  2052.960  2723.820    50.57680  1.001410
g1                  0.282980  0.005440   0.233046   0.232448    -0.087813     0.272168     0.681933  1851.990  2273.170    45.62570  1.001060
gamma_M             0.124267  0.006645   0.313341   0.310438    -0.398128     0.128529     0.626787  2227.880  2710.220    54.88600  1.000600
gamma_Y             0.027541  0.006581   0.324150   0.315528    -0.509807     0.033624     0.546691  2437.050  2724.610    60.03910  1.000360
alpha_M            -0.449999  0.005874   0.272576   0.264280    -0.898106    -0.450798    -0.005208  2264.300  2793.120    55.78320  0.999715
alpha_Y            -0.459293  0.006540   0.289750   0.289888    -0.931334    -0.461264     0.027150  1972.670  2558.420    48.59870  1.000690
delta[1,1]         -0.934496  0.011629   0.630292   0.637344    -1.986460    -0.930532     0.093835  2955.170  2848.840    72.80350  1.001110
delta[1,2]         -1.113080  0.010509   0.564716   0.572498    -2.060350    -1.106450    -0.207549  2920.630  2824.420    71.95270  1.001060
delta[1,3]         -0.166630  0.008917   0.449831   0.451215    -0.918660    -0.167987     0.564117  2559.590  2654.020    63.05820  1.000680
delta[1,4]          0.454784  0.008657   0.439040   0.432333    -0.258500     0.463394     1.180200  2657.310  2726.830    65.46550  0.999885
delta[2,1]         -2.065180  0.013871   0.854759   0.818863    -3.517120    -2.027410    -0.708342  3840.950  3084.670    94.62580  1.000380
delta[2,2]         -1.551040  0.011285   0.583451   0.570596    -2.557530    -1.533380    -0.619922  2784.060  2822.220    68.58810  1.000230
delta[2,3]         -0.637047  0.008812   0.426460   0.418246    -1.352690    -0.628402     0.056672  2378.370  2748.090    58.59340  1.001770
delta[2,4]          0.685907  0.007526   0.404089   0.419517     0.027070     0.679902     1.347060  2900.870  2842.700    71.46590  1.000310
delta[3,1]         -0.239339  0.022722   1.080690   1.043750    -1.911760    -0.292097     1.570080  2408.250  2099.390    59.32960  1.000400
delta[3,2]         -3.265160  0.022044   0.956756   0.928168    -4.989640    -3.194660    -1.842460  2102.470  1925.040    51.79640  1.000440
delta[3,3]         -0.505649  0.008388   0.438686   0.439404    -1.234500    -0.499064     0.202283  2770.830  2711.580    68.26220  1.000910
delta[3,4]          0.079920  0.007724   0.395754   0.402737    -0.569360     0.072180     0.733134  2662.370  2887.720    65.59020  1.002690
delta[4,1]         -1.709010  0.011851   0.663534   0.668283    -2.813670    -1.695630    -0.652783  3195.870  3055.660    78.73340  1.001560
delta[4,2]         -0.435177  0.010222   0.560792   0.554648    -1.359410    -0.426341     0.446342  3007.100  2650.750    74.08290  0.999957
delta[4,3]         -1.086640  0.009363   0.480619   0.489548    -1.891890    -1.075070    -0.314750  2702.450  3041.210    66.57760  1.000260
delta[4,4]          1.118920  0.007686   0.423498   0.419809     0.441758     1.109050     1.838270  3059.770  2655.840    75.38060  0.999659
delta[5,1]         -1.964780  0.007128   0.523873   0.521334    -2.843600    -1.950820    -1.141010  5541.970  2977.760   136.53200  1.000940
delta[5,2]         -0.905688  0.005342   0.413405   0.409502    -1.577290    -0.908620    -0.224170  6121.160  3456.160   150.80100  1.000230
delta[5,3]          0.091073  0.005160   0.395497   0.396522    -0.558543     0.088772     0.741151  5932.740  3050.290   146.15900  0.999830
delta[5,4]          2.226920  0.008868   0.657463   0.653720     1.205390     2.192030     3.342240  5838.540  3366.610   143.83800  1.000980
delta[6,1]         -1.301930  0.005526   0.450765   0.452064    -2.036070    -1.297440    -0.570626  6722.080  3155.660   165.60500  1.000470
delta[6,2]         -0.741579  0.005427   0.407304   0.403544    -1.412920    -0.742166    -0.087529  5890.000  3231.300   145.10600  1.001390
delta[6,3]          0.901605  0.006828   0.480839   0.464515     0.126329     0.888989     1.728130  5063.550  3184.540   124.74600  1.000310
delta[6,4]          0.829198  0.008230   0.594151   0.596541    -0.139160     0.827728     1.810300  5379.370  3059.320   132.52600  1.000220
delta[7,1]         -1.534820  0.006233   0.497989   0.490623    -2.365130    -1.524790    -0.727181  6489.920  3347.570   159.88600  1.001130
delta[7,2]         -1.026600  0.005355   0.414382   0.405450    -1.738490    -1.023760    -0.359036  6120.440  3311.930   150.78300  1.000220
delta[7,3]          0.542849  0.005397   0.436134   0.432962    -0.147057     0.531482     1.274080  6673.490  3027.290   164.40800  0.999682
delta[7,4]          2.049220  0.009433   0.669832   0.657490     1.016520     2.012540     3.178030  5416.790  3122.810   133.44800  0.999715
delta[8,1]         -0.788006  0.005661   0.447178   0.428825    -1.535540    -0.788157    -0.036404  6316.850  2806.910   155.62200  1.000820
delta[8,2]         -0.718797  0.005963   0.437158   0.429994    -1.461280    -0.715512    -0.007691  5487.710  3154.160   135.19500  0.999662
delta[8,3]          0.429919  0.005963   0.447198   0.434162    -0.307376     0.424691     1.169580  5727.030  3066.570   141.09100  1.000530
delta[8,4]          1.667320  0.008858   0.609655   0.612361     0.713061     1.652860     2.690360  4841.860  3266.270   119.28400  1.000550
delta[9,1]         -1.502240  0.004986   0.417191   0.417936    -2.209980    -1.495700    -0.832231  7110.310  2967.230   175.17000  1.000170
delta[9,2]          0.733576  0.006702   0.488817   0.486958    -0.057053     0.728084     1.565360  5403.400  3267.820   133.11800  1.000110
delta[9,3]         -0.388839  0.007489   0.522371   0.527061    -1.257680    -0.384094     0.451214  4972.530  2660.420   122.50300  1.001020
delta[9,4]          1.769850  0.008413   0.598522   0.584252     0.825397     1.746980     2.792320  5285.170  2871.050   130.20500  0.999780
delta[10,1]        -1.279240  0.005490   0.436932   0.431196    -2.004080    -1.275540    -0.572606  6422.590  3254.740   158.22700  1.000800
delta[10,2]        -0.404508  0.005407   0.405886   0.416981    -1.074410    -0.394728     0.252567  5751.930  3148.500   141.70500  1.000110
delta[10,3]         0.962096  0.006949   0.490778   0.487030     0.179991     0.944500     1.779620  5077.600  2818.960   125.09200  1.001430
delta[10,4]         1.371230  0.008880   0.653493   0.633661     0.334571     1.360250     2.469390  5435.260  3236.550   133.90300  0.999695
delta[11,1]        -1.560470  0.006584   0.519389   0.518810    -2.438720    -1.547560    -0.733495  6317.250  3371.470   155.63200  1.000410
delta[11,2]        -1.258190  0.005708   0.443737   0.439252    -2.004730    -1.250290    -0.537679  6166.420  3421.260   151.91600  1.000530
delta[11,3]         0.121198  0.005129   0.407905   0.412474    -0.549444     0.116708     0.784056  6373.400  3134.020   157.01500  1.000390
delta[11,4]         1.071830  0.006325   0.497856   0.494569     0.270716     1.063050     1.891970  6309.290  3242.010   155.43600  0.999689
delta[12,1]        -1.900610  0.005632   0.463103   0.466298    -2.677560    -1.895580    -1.145980  6848.300  3107.160   168.71500  1.000350
delta[12,2]        -0.028884  0.005104   0.410387   0.405700    -0.704724    -0.031767     0.647808  6592.290  3131.360   162.40800  1.001320
delta[12,3]         0.463061  0.006147   0.465428   0.451718    -0.321713     0.463812     1.221470  5811.480  3306.590   143.17200  0.999873
delta[12,4]         2.464560  0.011237   0.769785   0.754147     1.283070     2.427960     3.770450  5137.660  2605.640   126.57200  1.003290
delta[13,1]        -1.851900  0.005908   0.452673   0.461814    -2.611480    -1.844460    -1.119430  5922.290  3223.470   145.90200  1.001160
delta[13,2]        -0.305237  0.005127   0.386319   0.387380    -0.924007    -0.314081     0.334162  5814.100  3212.900   143.23600  0.999862
delta[13,3]         1.169970  0.007281   0.509588   0.506403     0.371763     1.148370     2.021300  5100.460  3200.860   125.65500  1.000670
delta[13,4]         1.236840  0.009564   0.654837   0.632278     0.173238     1.228130     2.319010  4917.120  3063.580   121.13800  1.002790
delta[14,1]        -1.585700  0.005086   0.424879   0.418993    -2.298430    -1.584300    -0.903575  7142.070  2380.610   175.95200  1.001150
delta[14,2]         0.140005  0.005558   0.430710   0.431100    -0.555500     0.132479     0.864820  6110.870  2729.920   150.54700  1.000150
delta[14,3]         0.332894  0.006786   0.497087   0.490149    -0.460982     0.332079     1.156570  5541.770  3320.930   136.52700  0.999734
delta[14,4]         1.580190  0.008123   0.616694   0.605765     0.589431     1.568820     2.612750  5910.940  3203.900   145.62200  1.001700
delta[15,1]        -2.563080  0.007578   0.585699   0.589273    -3.559210    -2.528320    -1.656830  6190.080  3221.910   152.49900  1.000410
delta[15,2]        -1.005120  0.004671   0.387745   0.378752    -1.659920    -0.993241    -0.377369  7032.400  3135.910   173.25000  1.000470
delta[15,3]         1.032200  0.006051   0.453019   0.446283     0.316879     1.013310     1.790970  5843.940  3121.390   143.97100  1.001440
delta[15,4]         1.428610  0.009325   0.653428   0.644384     0.390344     1.401880     2.545750  5024.120  2922.600   123.77400  0.999728
delta[16,1]        -2.039260  0.006852   0.493693   0.488634    -2.859940    -2.022700    -1.248380  5188.980  2890.900   127.83600  1.003620
delta[16,2]        -0.914998  0.005762   0.424048   0.424255    -1.600520    -0.911256    -0.227672  5593.510  3477.680   137.80200  1.001900
delta[16,3]         0.414521  0.006397   0.448146   0.444126    -0.311691     0.405295     1.176860  5119.380  3302.830   126.12100  1.000400
delta[16,4]         1.149510  0.007708   0.602356   0.588868     0.176391     1.137410     2.157180  6278.920  3057.430   154.68800  1.004250
delta[17,1]        -1.822920  0.005807   0.463879   0.465290    -2.586300    -1.805710    -1.074920  6535.890  2619.160   161.01800  1.000930
delta[17,2]        -0.343547  0.005732   0.436082   0.432426    -1.048150    -0.336427     0.369012  5894.210  3197.460   145.21000  0.999918
delta[17,3]         0.269769  0.006097   0.483123   0.478848    -0.526753     0.259129     1.088900  6456.410  3375.860   159.06000  1.000400
delta[17,4]         0.822823  0.007072   0.569075   0.562214    -0.102430     0.814060     1.768460  6640.480  2974.090   163.59500  0.999948
delta[18,1]        -1.759200  0.006055   0.466674   0.458778    -2.521470    -1.751550    -1.002990  5996.820  2885.360   147.73800  1.000240
delta[18,2]        -0.558218  0.005654   0.432035   0.437006    -1.253280    -0.555168     0.152269  5906.020  3058.850   145.50100  1.000900
delta[18,3]         0.150964  0.005420   0.447217   0.437435    -0.584761     0.143750     0.908632  6948.000  3331.350   171.17100  1.001810
delta[18,4]         3.225920  0.015977   0.943657   0.907333     1.842450     3.148300     4.889690  3809.490  2581.920    93.85050  1.000500
delta[19,1]        -1.529470  0.005377   0.426231   0.436517    -2.234360    -1.525330    -0.852232  6374.950  3238.420   157.05300  0.999586
delta[19,2]        -0.304249  0.005235   0.412416   0.420817    -0.968178    -0.313272     0.375286  6313.310  3147.230   155.53500  0.999596
delta[19,3]         0.352818  0.005626   0.452361   0.452089    -0.391596     0.358739     1.104710  6540.550  3326.590   161.13300  1.000050
delta[19,4]         3.109510  0.016849   0.985675   0.945065     1.626210     3.032150     4.845800  3709.220  2766.610    91.38030  0.999881
delta[20,1]        -1.390130  0.006173   0.452650   0.466810    -2.122990    -1.392790    -0.646794  5539.460  3394.800   136.47000  1.000940
delta[20,2]        -0.861319  0.005551   0.392498   0.392405    -1.507430    -0.852176    -0.214410  5056.530  3207.300   124.57300  1.000590
delta[20,3]         1.957560  0.008407   0.627426   0.612045     0.981924     1.940600     3.045400  5774.890  3368.970   142.27000  1.000180
delta[20,4]         0.516952  0.011181   0.781433   0.767060    -0.737079     0.516409     1.807170  4923.420  3251.680   121.29300  1.001200
delta[21,1]        -1.700060  0.006188   0.471529   0.474071    -2.475030    -1.702380    -0.928306  5928.080  3174.080   146.04400  0.999967
delta[21,2]        -0.855873  0.005150   0.411622   0.418720    -1.537510    -0.850622    -0.184430  6532.340  2983.160   160.93100  0.999922
delta[21,3]         0.854823  0.006761   0.499844   0.507119     0.047630     0.841499     1.686820  5600.590  3363.740   137.97600  0.999735
delta[21,4]         1.254070  0.008522   0.675359   0.663247     0.181054     1.234080     2.359110  6446.800  3213.770   158.82300  0.999791
indirect_effect     0.224032  0.002483   0.124870   0.116169     0.053930     0.208361     0.452674  2530.520  3108.700    62.34180  1.000810
total_effect        0.507012  0.004804   0.219833   0.219923     0.145997     0.502606     0.871935  2116.810  2995.010    52.14970  1.000460
prop_mediated       0.346594  0.130457   8.194590   0.288181     0.089966     0.432614     1.329080  2239.570  2511.850    55.17400  1.000860
